user_id,content_id,content_title,genre,total_duration_min,watched_duration_min,completion_rate_percent,watch_session_length_min,device_type,subscription_type,watch_date,watch_start_hour,region,rating_given,rewatch_flag
6794,762,Show_477,Action,132,101,76.52,36,Mobile,Free,2024-01-08 00:00:00,1,UK,5,0
4574,320,Show_202,Drama,120,18,15.0,162,Laptop,Premium,2024-01-08 01:00:00,8,Canada,1,1
4785,177,Show_162,Drama,132,128,96.97,19,Tablet,Premium,2024-01-08 02:00:00,4,UK,3,0
6220,584,Show_344,Documentary,100,58,58.0,66,Mobile,Free,2024-01-08 03:00:00,0,Germany,2,1
8750,529,Show_302,Documentary,132,76,57.58,82,Tablet,Basic,2024-01-08 04:00:00,18,USA,4,1
7818,841,Show_112,Thriller,21,6,28.57,21,Smart TV,Basic,2024-01-08 05:00:00,19,Canada,4,1
1684,160,Show_337,Animation,149,36,24.16,26,Laptop,Basic,2024-01-08 06:00:00,18,USA,3,0
5233,582,Show_32,Comedy,73,45,61.64,162,Smart TV,Premium,2024-01-08 07:00:00,21,India,5,0
1577,625,Show_459,Sci-Fi,106,36,33.96,85,Tablet,Free,2024-01-08 08:00:00,12,Canada,2,0
9007,744,Show_98,Documentary,148,22,14.86,148,Smart TV,Basic,2024-01-08 09:00:00,5,Germany,2,0
1227,533,Show_472,Documentary,166,127,76.51,184,Smart TV,Standard,2024-01-08 10:00:00,9,India,5,0
3328,135,Show_247,Romance,145,80,55.17,12,Smart TV,Basic,2024-01-08 11:00:00,10,Germany,5,0
3731,775,Show_261,Action,149,100,67.11,196,Mobile,Free,2024-01-08 12:00:00,22,Germany,3,1
1430,111,Show_191,Drama,72,56,77.78,171,Mobile,Premium,2024-01-08 13:00:00,15,Australia,3,1
2709,999,Show_29,Action,179,96,53.63,35,Laptop,Free,2024-01-08 14:00:00,22,India,4,1
6782,758,Show_48,Action,179,161,89.94,16,Tablet,Premium,2024-01-08 15:00:00,0,Germany,4,1
2234,283,Show_496,Thriller,87,45,51.72,37,Tablet,Free,2024-01-08 16:00:00,18,Australia,5,0
9493,520,Show_250,Animation,142,18,12.68,190,Laptop,Free,2024-01-08 17:00:00,4,UK,1,1
6205,969,Show_226,Action,164,38,23.17,16,Tablet,Standard,2024-01-08 18:00:00,5,Australia,1,0
2420,796,Show_272,Sci-Fi,57,3,5.26,29,Tablet,Basic,2024-01-08 19:00:00,5,UK,1,1
1768,719,Show_153,Thriller,43,23,53.49,170,Smart TV,Basic,2024-01-08 20:00:00,4,Australia,2,1
7034,194,Show_485,Documentary,88,16,18.18,52,Smart TV,Free,2024-01-08 21:00:00,5,Australia,3,0
9635,967,Show_328,Sci-Fi,135,104,77.04,214,Tablet,Basic,2024-01-08 22:00:00,12,USA,5,0
4104,47,Show_285,Thriller,117,115,98.29,87,Laptop,Standard,2024-01-08 23:00:00,0,USA,4,1
5355,978,Show_180,Sci-Fi,158,140,88.61,59,Laptop,Free,2024-01-09 00:00:00,0,India,1,0
4305,342,Show_302,Thriller,163,144,88.34,135,Tablet,Basic,2024-01-09 01:00:00,13,Germany,4,0
2538,242,Show_153,Thriller,116,81,69.83,129,Laptop,Basic,2024-01-09 02:00:00,7,USA,3,1
2331,522,Show_234,Comedy,143,87,60.84,231,Laptop,Premium,2024-01-09 03:00:00,8,UK,5,0
9168,370,Show_23,Sci-Fi,89,14,15.73,73,Smart TV,Basic,2024-01-09 04:00:00,22,USA,1,0
7939,801,Show_418,Comedy,112,61,54.46,167,Laptop,Basic,2024-01-09 05:00:00,9,India,1,0
9261,903,Show_451,Documentary,22,7,31.82,55,Mobile,Premium,2024-01-09 06:00:00,5,Canada,5,1
6558,131,Show_94,Animation,167,46,27.54,31,Smart TV,Free,2024-01-09 07:00:00,8,UK,4,0
6944,270,Show_370,Animation,166,32,19.28,169,Mobile,Free,2024-01-09 08:00:00,17,Canada,3,0
8126,940,Show_245,Thriller,109,15,13.76,217,Tablet,Standard,2024-01-09 09:00:00,14,UK,3,0
1480,814,Show_290,Animation,166,44,26.51,148,Laptop,Premium,2024-01-09 10:00:00,3,Germany,3,1
6263,61,Show_160,Drama,167,145,86.83,224,Mobile,Free,2024-01-09 11:00:00,1,Germany,4,1
5094,164,Show_373,Thriller,115,41,35.65,29,Laptop,Basic,2024-01-09 12:00:00,5,Germany,4,1
7167,525,Show_285,Drama,71,54,76.06,37,Mobile,Basic,2024-01-09 13:00:00,16,India,1,0
3793,272,Show_9,Drama,147,44,29.93,66,Smart TV,Basic,2024-01-09 14:00:00,6,USA,4,1
3892,720,Show_450,Drama,58,34,58.62,149,Tablet,Standard,2024-01-09 15:00:00,22,Canada,2,0
2198,758,Show_185,Drama,101,5,4.95,175,Mobile,Free,2024-01-09 16:00:00,22,Canada,5,1
9011,133,Show_295,Animation,123,109,88.62,34,Smart TV,Premium,2024-01-09 17:00:00,19,USA,4,1
3372,244,Show_135,Sci-Fi,148,27,18.24,45,Tablet,Free,2024-01-09 18:00:00,14,India,3,0
2892,985,Show_110,Romance,30,20,66.67,121,Mobile,Premium,2024-01-09 19:00:00,23,USA,4,0
6790,806,Show_69,Sci-Fi,170,87,51.18,8,Mobile,Premium,2024-01-09 20:00:00,20,Australia,1,0
2883,998,Show_136,Documentary,178,104,58.43,70,Smart TV,Free,2024-01-09 21:00:00,1,Australia,5,0
6467,434,Show_96,Romance,61,59,96.72,64,Tablet,Basic,2024-01-09 22:00:00,20,Germany,5,0
1797,38,Show_119,Sci-Fi,118,78,66.1,141,Tablet,Basic,2024-01-09 23:00:00,11,Australia,3,0
9209,871,Show_374,Documentary,26,15,57.69,35,Smart TV,Premium,2024-01-10 00:00:00,9,Canada,5,0
9235,568,Show_274,Animation,163,43,26.38,93,Laptop,Basic,2024-01-10 01:00:00,16,Germany,2,1
1154,319,Show_358,Drama,109,97,88.99,233,Smart TV,Standard,2024-01-10 02:00:00,17,Canada,5,1
5962,510,Show_366,Action,131,31,23.66,104,Tablet,Standard,2024-01-10 03:00:00,15,India,3,1
5080,376,Show_338,Thriller,79,17,21.52,123,Smart TV,Premium,2024-01-10 04:00:00,9,UK,5,0
9050,560,Show_177,Romance,132,83,62.88,73,Laptop,Basic,2024-01-10 05:00:00,7,USA,4,1
6947,617,Show_361,Action,21,14,66.67,156,Smart TV,Premium,2024-01-10 06:00:00,20,UK,1,0
5320,474,Show_237,Drama,148,32,21.62,28,Smart TV,Standard,2024-01-10 07:00:00,21,Canada,4,1
2892,59,Show_272,Romance,67,40,59.7,225,Mobile,Standard,2024-01-10 08:00:00,12,USA,2,1
4424,589,Show_277,Action,159,141,88.68,177,Laptop,Standard,2024-01-10 09:00:00,15,Canada,2,0
3015,940,Show_138,Sci-Fi,56,20,35.71,227,Tablet,Free,2024-01-10 10:00:00,7,India,1,1
7673,499,Show_362,Documentary,179,35,19.55,169,Laptop,Standard,2024-01-10 11:00:00,11,Germany,1,1
7032,218,Show_132,Drama,28,5,17.86,190,Tablet,Basic,2024-01-10 12:00:00,16,USA,1,1
5833,895,Show_44,Sci-Fi,118,73,61.86,215,Tablet,Free,2024-01-10 13:00:00,15,Canada,1,1
1565,567,Show_123,Sci-Fi,166,29,17.47,27,Mobile,Standard,2024-01-10 14:00:00,8,Australia,5,1
8412,567,Show_136,Drama,67,25,37.31,167,Laptop,Basic,2024-01-10 15:00:00,18,Australia,4,0
3018,129,Show_367,Romance,150,95,63.33,67,Mobile,Standard,2024-01-10 16:00:00,16,Canada,2,0
3314,904,Show_373,Thriller,167,22,13.17,122,Smart TV,Basic,2024-01-10 17:00:00,23,UK,5,1
5412,383,Show_126,Comedy,171,69,40.35,118,Laptop,Basic,2024-01-10 18:00:00,7,Germany,1,0
4883,388,Show_439,Comedy,73,72,98.63,10,Smart TV,Standard,2024-01-10 19:00:00,11,India,3,0
9216,85,Show_275,Thriller,139,129,92.81,10,Laptop,Standard,2024-01-10 20:00:00,8,India,3,1
7739,510,Show_495,Animation,171,87,50.88,233,Tablet,Free,2024-01-10 21:00:00,5,Canada,4,0
8902,726,Show_64,Drama,135,96,71.11,34,Smart TV,Standard,2024-01-10 22:00:00,9,India,2,0
2189,627,Show_296,Comedy,94,75,79.79,5,Laptop,Basic,2024-01-10 23:00:00,8,USA,2,0
8156,437,Show_232,Thriller,132,54,40.91,67,Laptop,Premium,2024-01-11 00:00:00,3,India,4,1
8342,826,Show_51,Action,123,88,71.54,140,Smart TV,Free,2024-01-11 01:00:00,10,Australia,1,1
7884,293,Show_137,Thriller,103,75,72.82,32,Mobile,Basic,2024-01-11 02:00:00,20,Canada,1,1
4157,49,Show_158,Animation,131,54,41.22,93,Laptop,Basic,2024-01-11 03:00:00,21,USA,2,1
6520,67,Show_56,Romance,118,90,76.27,165,Mobile,Premium,2024-01-11 04:00:00,5,India,2,1
2741,787,Show_81,Documentary,172,16,9.3,57,Mobile,Standard,2024-01-11 05:00:00,17,Australia,2,1
